,Kód obce,Název obce,Název MOMC,Název části obce,Název ulice,Souřadnice Y,Souřadnice X,latitude,longitude
873,554782,Praha,Praha 11,Chodov,Hroncova,738903.3500000001,1050636.435,50.024328083574545,14.48976623568077
874,554782,Praha,Praha 11,Chodov,Hrudičkova,739555.9504347825,1049483.3078260869,50.033805495815,14.478560774044334
875,554782,Praha,Praha 11,Chodov,Hráského,738762.4752941177,1050320.09,50.02731774364379,14.491116407399952
876,554782,Praha,Praha 11,Chodov,Hviezdoslavova,736808.475,1050062.8,50.03198563468989,14.51765366581831
877,554782,Praha,Praha 11,Chodov,Hvožďanská,738973.3116666666,1049096.595,50.03796038716285,14.485887525623944
878,554782,Praha,Praha 11,Chodov,Jarníkova,738798.56375,1050518.123125,50.02550963849537,14.490991607720249
879,554782,Praha,Praha 11,Chodov,Jašíkova,736936.2814285714,1050640.5514285713,50.026683321899824,14.516975226420483
880,554782,Praha,Praha 11,Chodov,Jažlovická,736362.8463333334,1050775.1506666667,50.02618026164685,14.525158885140803
881,554782,Praha,Praha 11,Chodov,Jeřábkova,736730.6414285714,1050566.1942857143,50.027595449380165,14.519678905142387
882,554782,Praha,Praha 11,Chodov,Jírovcovo náměstí,738725.57,1050635.24,50.02455516742081,14.492222263861942
883,554782,Praha,Praha 11,Chodov,K Horkám,737151.98,1048993.06,50.04109850085116,14.510884977199149
884,554782,Praha,Praha 11,Chodov,K dubu,738269.6652941176,1049861.824117647,50.03199999409959,14.497065779379835
885,554782,Praha,Praha 11,Chodov,K remízku,738398.7264444445,1049561.6586666666,50.03451697490811,14.494713758911914
886,554782,Praha,Praha 11,Chodov,Kahovská,737940.2660000001,1049653.074,50.03426036669233,14.501227261844841
887,554782,Praha,Praha 11,Chodov,Kaplanova,738824.7324999999,1049563.5875,50.03398119198227,14.488825519292307
888,554782,Praha,Praha 11,Chodov,Ke Kateřinkám,737039.7473333334,1051046.3546666666,50.02294242371535,14.516309394079657
889,554782,Praha,Praha 11,Chodov,Ke skále,737115.216875,1049438.81625,50.03717203058289,14.512234417242546
890,554782,Praha,Praha 11,Chodov,Ke stáčírně,737366.2346428571,1049496.2760714286,50.036355119093386,14.508870815111381
891,554782,Praha,Praha 11,Chodov,Ke sv. Izidoru,738189.5716666668,1050134.5372222224,50.02966795750783,14.49868852298119
892,554782,Praha,Praha 11,Chodov,Ke škole,737017.02,1050952.105,50.02380968260263,14.516446008026508
893,554782,Praha,Praha 11,Chodov,Klapálkova,738206.3404347826,1048606.8860869564,50.043256690637826,14.495570768873943
894,554782,Praha,Praha 11,Chodov,Klecandova,737735.1475,1049709.675,50.03400556431449,14.504171065770194
895,554782,Praha,Praha 11,Chodov,Kloboukova,739188.1903333333,1049133.0245,50.03737409067894,14.482984375469533
896,554782,Praha,Praha 11,Chodov,Kloknerova,738918.1858333334,1049404.8516666668,50.035281465835205,14.487232893069363
897,554782,Praha,Praha 11,Chodov,Klírova,738882.1292307692,1050382.0407692308,50.02662017690762,14.489578868593062
898,554782,Praha,Praha 11,Chodov,Klíčova,738161.51,1049073.96,50.03915030587781,14.497073376809771
899,554782,Praha,Praha 11,Chodov,Knovízská,737925.92,1048949.1,50.04054923264711,14.500096276980585
900,554782,Praha,Praha 11,Chodov,Kolmistrova,737469.8842857142,1049497.0657142857,50.03622210827129,14.507438673608904
901,554782,Praha,Praha 11,Chodov,Komárkova,739269.5220833333,1049194.3691666666,50.036728514761116,14.481975519714734
902,554782,Praha,Praha 11,Chodov,Konstantinova,736531.4840740741,1050466.1170370372,50.02872878493448,14.522244573902746
903,554782,Praha,Praha 11,Chodov,Koštířova,738856.9766666667,1049386.63,50.03551833471268,14.488045008536396
904,554782,Praha,Praha 11,Chodov,Krejnická,739313.5,1049645.55,50.032655674640196,14.482220815442503
905,554782,Praha,Praha 11,Chodov,Kunínova,737999.3219999999,1049379.302,50.03662745999005,14.499893466799351
906,554782,Praha,Praha 11,Chodov,Květnového vítězství,737351.3899999999,1049751.155689655,50.034102504807606,14.509557035925356
907,554782,Praha,Praha 11,Chodov,Křejpského,737077.2159999999,1050538.8052,50.02741860151449,14.514834419362323
908,554782,Praha,Praha 11,Chodov,Lažanského,737985.3554545455,1050121.7672727273,50.03003012142679,14.501488611302559
909,554782,Praha,Praha 11,Chodov,Ledvinova,737998.6093333333,1049623.0813333334,50.034456597538295,14.500363693109461
910,554782,Praha,Praha 11,Chodov,Leopoldova,737318.7761538462,1049259.9826923078,50.038517868559566,14.50908139091271
911,554782,Praha,Praha 11,Chodov,Lečkova,737188.80375,1050541.8225,50.027256174841746,14.513296950984614
912,554782,Praha,Praha 11,Chodov,Lešanská,738756.12,1048514.74,50.043408288339236,14.487791414111767
913,554782,Praha,Praha 11,Chodov,Láskova,738608.18,1050746.3708333333,50.02370804548549,14.494055453149155
914,554782,Praha,Praha 11,Chodov,Líbalova,737491.88,1050171.98,50.03018275383043,14.508407979744282
915,554782,Praha,Praha 11,Chodov,Machkova,737154.48875,1049864.0425,50.03333607006754,14.512493295410602
916,554782,Praha,Praha 11,Chodov,Majerského,737371.6691666666,1049152.2491666668,50.03941335267152,14.508146462471572
917,554782,Praha,Praha 11,Chodov,Malebná,738138.6777777778,1050279.8335185184,50.02843548447324,14.499666721681931
918,554782,Praha,Praha 11,Chodov,Malenická,738600.1788888889,1050589.5444444446,50.02511487267026,14.49386981832615
919,554782,Praha,Praha 11,Chodov,Markušova,737000.3972727273,1049854.3354545454,50.033609732832645,14.514606203741051
920,554782,Praha,Praha 11,Chodov,Medkova,738177.3406,1050082.5457,50.03014600728314,14.498759485497844
921,554782,Praha,Praha 11,Chodov,Metodějova,736650.53,1050570.6814285715,50.02765272659371,14.520795248513986
922,554782,Praha,Praha 11,Chodov,Michnova,736571.4299999999,1050213.3371428573,50.030932301184635,14.521215819654579
923,554782,Praha,Praha 11,Chodov,Mikulova,737066.61625,1050220.903125,50.0302636127001,14.51438159425392
924,554782,Praha,Praha 11,Chodov,Modletická,736960.2283333334,1050875.0766666667,50.024564885340936,14.517086143165885
925,554782,Praha,Praha 11,Chodov,Mokrá,737642.7295454546,1049597.0386363638,50.035121366733364,14.505236681736305
926,554782,Praha,Praha 11,Chodov,Mírového hnutí,737751.63,1049186.85,50.03864318244567,14.502956067364508
927,554782,Praha,Praha 11,Chodov,Na sádce,737844.2566666667,1050013.9755555554,50.03116198765068,14.50323647454679
928,554782,Praha,Praha 11,Chodov,Nad Opatovem,737392.8216666667,1050586.55,50.02660983355349,14.510559956147814
929,554782,Praha,Praha 11,Chodov,Nad pahorkem,738719.91,1048590.225,50.04277993536382,14.488435046471698
930,554782,Praha,Praha 11,Chodov,Nechvílova,738449.5641935484,1050843.1883870969,50.02303857007096,14.49643158970821
931,554782,Praha,Praha 11,Chodov,Nedbalova,737099.3708333332,1049584.8808333334,50.03589002393704,14.512729105356621
932,554782,Praha,Praha 11,Chodov,Novomeského,736218.0,1050760.0,50.02649097657337,14.527133447829524
933,554782,Praha,Praha 11,Chodov,Obrovského,738732.4211764706,1048435.2364705883,50.044145396206886,14.487968898399492
934,554782,Praha,Praha 11,Chodov,Opatovská,736848.3325,1050773.49,50.02560578097211,14.518442028545419
935,554782,Praha,Praha 11,Chodov,Petýrkova,739074.6273529412,1049946.038529412,50.03026983091952,14.486092613347347
936,554782,Praha,Praha 11,Chodov,Pištěkova,737211.1056521739,1049373.577826087,50.03763671926332,14.510785023254474
937,554782,Praha,Praha 11,Chodov,Pod Chodovem,738430.79,1049377.73,50.03611647924902,14.493922752317827
938,554782,Praha,Praha 11,Chodov,Pod vodojemem,737896.9522222222,1050540.2305555556,50.02640968881747,14.503501097132192
939,554782,Praha,Praha 11,Chodov,Podjavorinské,736659.7771428571,1050108.4628571428,50.03175937032627,14.519796302907855
940,554782,Praha,Praha 11,Chodov,Pošepného náměstí,739378.1950000001,1049781.6400000001,50.03136451156707,14.481583548530912
941,554782,Praha,Praha 11,Chodov,Pyšelská,738060.6699999999,1049080.385,50.039215754149616,14.498480341374158
942,554782,Praha,Praha 11,Chodov,Radimovická,737148.9429166666,1051159.7166666666,50.02179987758849,14.515013166184966
943,554782,Praha,Praha 11,Chodov,Roztylská,738356.9516666667,1050684.66,50.024563514963944,14.497412806427311
944,554782,Praha,Praha 11,Chodov,Rujanská,737215.1871428572,1049435.7742857144,50.03707766684274,14.510845906133644
945,554782,Praha,Praha 11,Chodov,Samohelova,737396.1699999999,1049185.7366666666,50.03908524356242,14.50787075425354
946,554782,Praha,Praha 11,Chodov,Saudkova,737745.5533333333,1050062.5066666666,50.03084965441517,14.504693137766125
947,554782,Praha,Praha 11,Chodov,Skřivanova,738057.701,1049969.897,50.03129508192412,14.500201339615343
948,554782,Praha,Praha 11,Chodov,Starochodovská,737870.3408974359,1050229.2120512822,50.02921280356918,14.503282036805453
949,554782,Praha,Praha 11,Chodov,Stýblova,737672.4264102564,1049590.2133333334,50.03514606634013,14.504813058191775
950,554782,Praha,Praha 11,Chodov,Tererova,736658.785,1050978.1855555556,50.024012275138766,14.521448916020743
951,554782,Praha,Praha 11,Chodov,Tomíčkova,739574.935,1048889.545,50.03907172656092,14.477174438218581
952,554782,Praha,Praha 11,Chodov,Türkova,738368.9345454546,1049331.3163636364,50.03660523595229,14.494690584744466
953,554782,Praha,Praha 11,Chodov,U Michelského lesa,740142.7175,1049100.2625,50.036502194196856,14.46972038646529
954,554782,Praha,Praha 11,Chodov,U chodovského hřbitova,737283.71,1050602.57,50.02659968875223,14.51209905603416
955,554782,Praha,Praha 11,Chodov,U kolonie,737979.9071428572,1050364.3861904761,50.02787534653174,14.502022000245976
956,554782,Praha,Praha 11,Chodov,U modré školy,736396.75,1050339.94,50.03001640981632,14.52387021661211
957,554782,Praha,Praha 11,Chodov,U nové dálnice,738695.1941176471,1048966.1517647058,50.03946112701204,14.489487709528952
958,554782,Praha,Praha 11,Chodov,U stojanu,738697.6566666666,1048878.4033333333,50.04023982711688,14.489287748510748
959,554782,Praha,Praha 11,Chodov,V Benátkách,738240.245,1049748.4266666668,50.03304599636372,14.497258470527559
960,554782,Praha,Praha 11,Chodov,V Opatově,737398.5366666666,1049850.805,50.033157459459055,14.509092968477766
961,554782,Praha,Praha 11,Chodov,V jezírkách,736781.5449999999,1050672.2966666666,50.02658839216586,14.519174909406951
962,554782,Praha,Praha 11,Chodov,V lomech,737833.263,1050605.994,50.02590126404664,14.504505944950255
963,554782,Praha,Praha 11,Chodov,V parku,738484.9741666666,1050308.3,50.02776055105063,14.49493159015125
964,554782,Praha,Praha 11,Chodov,V průčelí,737388.6425,1049898.3675,50.032745761796214,14.509319546279565
965,554782,Praha,Praha 11,Chodov,Valentova,737611.6286666667,1049845.3306666666,50.0329472219986,14.50613545396744
966,554782,Praha,Praha 11,Chodov,Vejvanovského,736755.42,1050239.912,50.03047218413731,14.518721282987636
967,554782,Praha,Praha 11,Chodov,Verdiho,738300.6176190476,1049656.480952381,50.033791639034696,14.496249806467542
968,554782,Praha,Praha 11,Chodov,Vidimova,736409.615,1050811.9249999998,50.0257958890115,14.524581387659074
969,554782,Praha,Praha 11,Chodov,Vojtíškova,738544.2466666667,1050560.0999999999,50.025445251937995,14.494587624426625
970,554782,Praha,Praha 11,Chodov,Volkovova,737132.3895999999,1049554.9184,50.036116838646805,14.51221588962898
971,554782,Praha,Praha 11,Chodov,Vycpálkova,737163.9146875,1049609.5,50.035592282181234,14.511882806821742
972,554782,Praha,Praha 11,Chodov,Vápeníkova,737685.7335294118,1049564.9905882352,50.03535458822575,14.504581394927419
973,554782,Praha,Praha 11,Chodov,Zakouřilova,738300.5121599999,1050110.79552,50.029744488803914,14.497109445976013
974,554782,Praha,Praha 11,Chodov,Zastrčená,738713.4328571429,1048533.9414285714,50.04328921854919,14.488418216722378
975,554782,Praha,Praha 11,Chodov,Zdiměřická,737296.4677419355,1050989.6583870968,50.02313569481414,14.512652605249302
976,554782,Praha,Praha 11,Chodov,Zimákova,737757.8703030302,1049505.423030303,50.035797543990164,14.503471207682283
977,554782,Praha,Praha 11,Chodov,Zlešická,738583.3423076923,1050877.7538461538,50.02256784654215,14.494647083155117
978,554782,Praha,Praha 11,Chodov,none,739583.8,1049069.35,50.03745917829942,14.477392157440525
979,554782,Praha,Praha 11,Chodov,Čenětická,737981.543,1048685.359,50.04283112458479,14.498828690737502
980,554782,Praha,Praha 11,Chodov,Černockého,736389.3633333333,1050425.8566666667,50.029259943631935,14.524134226531949
981,554782,Praha,Praha 11,Chodov,Šalounova,737347.4584615384,1050707.7338461538,50.02558535292644,14.511415832877168
982,554782,Praha,Praha 11,Chodov,Šperlova,737297.2653846153,1049643.9023076924,50.03512377030258,14.510103289152449
983,554782,Praha,Praha 11,Chodov,Šternovská,737773.1366666667,1048685.0999999999,50.043086924562594,14.501711134444115
984,554782,Praha,Praha 11,Chodov,Šustova,738886.32,1050286.8,50.027463519815875,14.489340901717691
985,554782,Praha,Praha 11,Chodov,Švabinského,738032.3020289856,1050221.0611594203,50.02908845265566,14.501026837225595
986,554782,Praha,Praha 11,Chodov,Švecova,737039.1566666667,1049641.9477777777,50.03545477448133,14.513669587031805
987,554782,Praha,Praha 11,Chodov,Ženíškova,737296.1741666667,1049828.19,50.033483322822015,14.51046604851818
988,554782,Praha,Praha 11,Háje,Anežky Malé,736229.0633333334,1050100.0366666669,50.032357181908985,14.525737486017906
989,554782,Praha,Praha 11,Háje,Anny Drabíkové,736015.65,1050012.4825,50.03339610608763,14.528524310668496
990,554782,Praha,Praha 11,Háje,Arkalycká,736056.7233333333,1050216.0783333334,50.031532439332935,14.528339623909822
991,554782,Praha,Praha 11,Háje,Bajkonurská,736035.22,1050374.44,50.03014766947205,14.528935223078255
992,554782,Praha,Praha 11,Háje,Boháčova,736567.5025,1049495.28875,50.0373341035745,14.519916880633232
993,554782,Praha,Praha 11,Háje,Borošova,735416.1066666666,1050463.6316666666,50.03010367114688,14.537665663655574
994,554782,Praha,Praha 11,Háje,Brechtova,737002.8735294117,1049415.8035294118,50.03751352389315,14.513744937729523
995,554782,Praha,Praha 11,Háje,Cyprichova,736027.8854545455,1050584.9963636363,50.028280704950305,14.529433107104756
996,554782,Praha,Praha 11,Háje,Demoliční,736347.2833333332,1049579.8466666667,50.03684808801383,14.52312232543234
997,554782,Praha,Praha 11,Háje,Dubnova,736836.135,1049414.165,50.037730641983195,14.516048186082143
998,554782,Praha,Praha 11,Háje,Emilie Hyblerové,736139.132,1050037.4,50.03302432165665,14.52686334301571
999,554782,Praha,Praha 11,Háje,Exnárova,735145.4077777778,1050365.3988888888,50.03130685068947,14.541224839930031
1000,554782,Praha,Praha 11,Háje,Hekrova,736881.048095238,1049306.6161904763,50.038634228716056,14.51522413175483
1001,554782,Praha,Praha 11,Háje,Hlavatého,735623.332,1050444.45,50.030023392889134,14.534763555961572
1002,554782,Praha,Praha 11,Háje,Horčičkova,735789.9483333332,1050142.5050000001,50.03251145248183,14.531890823011418
1003,554782,Praha,Praha 11,Háje,Hviezdoslavova,736121.7065384616,1049959.898076923,50.03373592810396,14.526958387216691
1004,554782,Praha,Praha 11,Háje,Janouchova,735507.5622222222,1050257.3477777776,50.03183064922902,14.536012643686629
1005,554782,Praha,Praha 11,Háje,Jarešova,735924.9672727273,1049719.5263636364,50.036116059885586,14.5292269236174
1006,554782,Praha,Praha 11,Háje,Jurkovičova,735976.1231578947,1050799.3710526316,50.02643360086817,14.53055254286255
1007,554782,Praha,Praha 11,Háje,K Horkám,737125.69,1049117.45,50.04002228417501,14.511483318625235
1008,554782,Praha,Praha 11,Háje,K Milíčovu,735408.256,1050654.916,50.02840899350169,14.538134093426542
1009,554782,Praha,Praha 11,Háje,K jezeru,735627.6842622951,1049701.92,50.0366334178334,14.533305828683162
1010,554782,Praha,Praha 11,Háje,Kazimírova,736183.8691666666,1049823.6683333332,50.034874182765414,14.525841993077997
1011,554782,Praha,Praha 11,Háje,Ke cvičišti,734966.605,1050649.42,50.02899300893615,14.544231863414552
1012,554782,Praha,Praha 11,Háje,Klivarova,735144.6230769231,1050327.546923077,50.03164503415905,14.541164503963609
1013,554782,Praha,Praha 11,Háje,Kosmická,735909.7810526316,1050188.45,50.0319568061679,14.530319922429193
1014,554782,Praha,Praha 11,Háje,Kropáčkova,735619.3171428571,1050115.25,50.03296115129876,14.534199541664181
1015,554782,Praha,Praha 11,Háje,Kryštofova,736214.543235294,1049859.4802941177,50.0345179165315,14.525485184463523
1016,554782,Praha,Praha 11,Háje,Kulhavého,735661.64,1050302.85,50.03123848780725,14.533967250750646
1017,554782,Praha,Praha 11,Háje,Kupeckého,736211.5683333334,1050225.7033333334,50.03125884273915,14.526216152916062
1018,554782,Praha,Praha 11,Háje,Květnového vítězství,736434.27,1049692.5173913043,50.035738736303585,14.522131446524911
1019,554782,Praha,Praha 11,Háje,Křtinská,735669.04,1050514.1575,50.029346947779906,14.534262583332307
1020,554782,Praha,Praha 11,Háje,Loosova,736086.6519047619,1050905.107142857,50.025357537459946,14.529223090597789
1021,554782,Praha,Praha 11,Háje,Mandova,735783.9745454545,1049754.7627272727,50.03597312929765,14.531243482019335
1022,554782,Praha,Praha 11,Háje,Matúškova,736766.6217647059,1049452.0105882352,50.03747789842591,14.517081058572138
1023,554782,Praha,Praha 11,Háje,Mejstříkova,735660.1954545454,1050453.720909091,50.02989610851402,14.534271168074149
1024,554782,Praha,Praha 11,Háje,Mendelova,735771.5335714286,1050099.3585714286,50.03291817773614,14.532064297077563
1025,554782,Praha,Praha 11,Háje,Mirošovská,736083.83625,1049796.6325,50.03523640730696,14.527174686317585
1026,554782,Praha,Praha 11,Háje,Mnichovická,735909.8450000001,1050504.3083333333,50.02914271925697,14.53091368634081
1027,554782,Praha,Praha 11,Háje,Mírového hnutí,736542.375,1049405.195,50.03816724464394,14.520094633950528
1028,554782,Praha,Praha 11,Háje,Nad úpadem,735912.958372093,1049591.948023256,50.03726722763083,14.52915278420495
1029,554782,Praha,Praha 11,Háje,Nešporova,735507.41,1050026.8966666667,50.03388396093002,14.535581091912036
1030,554782,Praha,Praha 11,Háje,Novomeského,736159.0075000001,1050679.8825,50.027276311215296,14.527798405020482
1031,554782,Praha,Praha 11,Háje,Ocelíkova,735907.2275,1050560.5,50.0286452765241,14.531055667672918
1032,554782,Praha,Praha 11,Háje,Opatovská,735954.356,1050313.372,50.030789806276985,14.529938620433263
1033,554782,Praha,Praha 11,Háje,Otická,735177.7359090908,1050314.1945454546,50.031723877411316,14.540681407022065
1034,554782,Praha,Praha 11,Háje,Pacajevova,736423.2386206896,1049850.635172414,50.03434346251297,14.522581975198916
1035,554782,Praha,Praha 11,Háje,Plickova,735638.7369230769,1050025.4861538461,50.033737326375444,14.53376199332079
1036,554782,Praha,Praha 11,Háje,Prašná,736483.509,1049865.309,50.03413958188821,14.521776009340345
1037,554782,Praha,Praha 11,Háje,Rašova,735343.2172727273,1050539.4254545455,50.02951673762496,14.538816337493111
1038,554782,Praha,Praha 11,Háje,Schulhoffova,736706.0908333333,1049548.2608333332,50.03669391948786,14.518099781950363
1039,554782,Praha,Praha 11,Háje,Stachova,735869.0820833333,1049658.8158333334,50.0367247143289,14.529885610517226
1040,554782,Praha,Praha 11,Háje,Starobylá,736313.0077272727,1049866.4768181818,50.034336105562566,14.524136463454195
1041,554782,Praha,Praha 11,Háje,Staňkova,735738.0040476191,1049691.3423809526,50.03659389191053,14.531759948829423
1042,554782,Praha,Praha 11,Háje,Steinerova,735765.156,1050401.9449999998,50.030230133807194,14.532722078612958
1043,554782,Praha,Praha 11,Háje,Stříbrského,735942.2411111111,1050680.056111111,50.027537678667514,14.530796501959225
1044,554782,Praha,Praha 11,Háje,Sulanského,736144.125,1050544.3575,50.02850176325302,14.52774902168597
1045,554782,Praha,Praha 11,Háje,Tatarkova,736116.9414285714,1050476.9285714286,50.0291354660011,14.52799799262663
1046,554782,Praha,Praha 11,Háje,U přehrady,736159.9899999999,1049620.5333333334,50.03671288512865,14.52578963327308
1047,554782,Praha,Praha 11,Háje,U rybářství,736313.0500000002,1049751.22,50.03536287414338,14.52391873189326
1048,554782,Praha,Praha 11,Háje,U transformační stanice,735913.1233333334,1049845.9533333334,50.03500407980495,14.529628816164978
1049,554782,Praha,Praha 11,Háje,V Hájích,735912.0693333333,1049672.9538333332,50.036546620893546,14.529317627195994
1050,554782,Praha,Praha 11,Háje,Výstavní,735895.9506249999,1049780.05,50.03561204454771,14.529742249240561
1051,554782,Praha,Praha 11,Háje,Wagnerova,735978.715,1049810.3066666666,50.03524210131901,14.528654445610798
1052,554782,Praha,Praha 11,Háje,Za rybářstvím,736239.214,1049911.278,50.03402651655911,14.525241528363813
1053,554782,Praha,Praha 11,Háje,none,736436.46,1049879.91,50.03406660781401,14.522454268619006
1054,554782,Praha,Praha 11,Háje,Štichova,735359.6393023256,1050322.2844186046,50.031431393389454,14.538180728637945
1055,554782,Praha,Praha 12,Cholupice,Boješická,742553.4115789473,1054436.9605263157,49.98601881176063,14.446511689804368
1056,554782,Praha,Praha 12,Cholupice,Hlavatecká,742707.39,1053785.6333333333,49.99163237838655,14.443148801308801
1057,554782,Praha,Praha 12,Cholupice,Hornocholupická,743082.28,1053331.4,49.995219865049,14.437106659633471
1058,554782,Praha,Praha 12,Cholupice,Hrazanská,742628.59,1054356.92,49.98663986624353,14.445321250596214
1059,554782,Praha,Praha 12,Cholupice,K Břečkám,742392.645,1054469.1875,49.98592829600274,14.448793882894872
1060,554782,Praha,Praha 12,Cholupice,K Dýmači,742451.38,1054099.5899999999,49.989148799158414,14.447281562806019
1061,554782,Praha,Praha 12,Cholupice,K Ladům,743277.5199999999,1053619.142857143,49.99241778663152,14.434955254231372
1062,554782,Praha,Praha 12,Cholupice,Ke Kálku,742395.2264285714,1054340.31,49.98707316035408,14.448513859371301
1063,554782,Praha,Praha 12,Cholupice,Ke křížku,742606.64,1054532.633846154,49.9851014856145,14.445957757757341
1064,554782,Praha,Praha 12,Cholupice,Kestřanská,742566.433,1054140.455,49.98864410041571,14.445769448120691
1065,554782,Praha,Praha 12,Cholupice,Lhenická,742693.6384848485,1053939.603030303,49.990277675154395,14.443630916375046
1066,554782,Praha,Praha 12,Cholupice,Lichá,742505.8640000001,1054382.6126666667,49.98656106968482,14.447065525560141
1067,554782,Praha,Praha 12,Cholupice,Maletická,742531.4766666666,1054015.3266666667,49.989801462988034,14.44601509352103
1068,554782,Praha,Praha 12,Cholupice,Pod remízkem,742915.3342857143,1053288.1414285714,49.99580949550831,14.43933140845577
1069,554782,Praha,Praha 12,Cholupice,Podchýšská,742361.9208333334,1054220.5091666665,49.988181042935736,14.448746857031397
1070,554782,Praha,Praha 12,Cholupice,Ražická,742507.3527777777,1054392.9472222223,49.986467191071036,14.447064554968055
1071,554782,Praha,Praha 12,Cholupice,Revoluce,744587.6933333334,1053769.7066666668,49.98947143494605,14.4171394319843
1072,554782,Praha,Praha 12,Cholupice,Třebanická,742678.4735714287,1053842.8507142856,49.991158068858574,14.443656894160599
1073,554782,Praha,Praha 12,Cholupice,U Poustek,742242.275,1054179.6975,49.988690841713996,14.450322545945783
1074,554782,Praha,Praha 12,Cholupice,U Vrtilky,741652.644,1054496.216,49.98659171551899,14.459068825128522
1075,554782,Praha,Praha 12,Cholupice,U nové louky,741606.8262499999,1054164.4962499999,49.98960263267593,14.459073522195942
1076,554782,Praha,Praha 12,Cholupice,U obce,742868.5,1053571.8025,49.99334003576631,14.440516941732458
1077,554782,Praha,Praha 12,Cholupice,V Lipinách,742719.1499999999,1053129.2544444446,49.9974648358627,14.441740811926403
1078,554782,Praha,Praha 12,Cholupice,Velká lada,741350.105,1054244.23,49.98920582871853,14.462771621534486
1079,554782,Praha,Praha 12,Cholupice,Vitějovská,742762.106923077,1053752.2084615384,49.99186318838149,14.442329352794186
1080,554782,Praha,Praha 12,Cholupice,Vojslavická,742198.6070000001,1054370.167,49.98704753664532,14.451286947582389
1081,554782,Praha,Praha 12,Cholupice,Zálužická,742610.5854545454,1053924.8972727272,49.99051024692429,14.444750542702522
1082,554782,Praha,Praha 12,Cholupice,none,742194.06,1053672.9,49.99326425548383,14.450027872644002
1083,554782,Praha,Praha 12,Kamýk,Cholupická,742585.108367347,1050667.994489796,50.01955291637382,14.43892092383002
1084,554782,Praha,Praha 12,Kamýk,Cihlářova,742422.7557142858,1051292.3935714285,50.01418961309368,14.442350890607788
1085,554782,Praha,Praha 12,Kamýk,Cuřínova,741764.23375,1051749.17125,50.01092588211592,14.452320414780253
1086,554782,Praha,Praha 12,Kamýk,Cílkova,742296.838,1051261.75,50.014616592037214,14.444033361498892
1087,554782,Praha,Praha 12,Kamýk,Dobevská,743445.7383333333,1051129.455,50.014388766248516,14.427900295744866
1088,554782,Praha,Praha 12,Kamýk,Dolnojirčanská,741992.0539285715,1051094.3757142858,50.016480212287284,14.447929074652121
1089,554782,Praha,Praha 12,Kamýk,Durychova,742270.2307142857,1051067.1285714286,50.016382765929755,14.444031778849736
1090,554782,Praha,Praha 12,Kamýk,Freiwaldova,741642.2916666666,1052047.4466666665,50.00841788501532,14.45457151449719
1091,554782,Praha,Praha 12,Kamýk,Generála Šišky,742189.08,1052086.94,50.00739778114634,14.447088737511088
1092,554782,Praha,Praha 12,Kamýk,Hodkovická,742457.8225,1050451.94875,50.02163311532757,14.440270403411805
1093,554782,Praha,Praha 12,Kamýk,Imrychova,743306.3885714285,1051192.7335714286,50.0139957952049,14.429946832596686
1094,554782,Praha,Praha 12,Kamýk,K hájovně,741957.7531578947,1051248.467894737,50.01514952628782,14.44869560745653
1095,554782,Praha,Praha 12,Kamýk,K lesu,742208.0541666667,1051667.0483333333,50.0111148775391,14.446029797520874
1096,554782,Praha,Praha 12,Kamýk,Kabeláčova,743873.5566666666,1050928.1500000001,50.015657650012166,14.421603626797763
1097,554782,Praha,Praha 12,Kamýk,Ke Kamýku,742016.2776470588,1051145.558235294,50.01599467423544,14.447691312410244
1098,554782,Praha,Praha 12,Kamýk,Kramperova,741629.7977777778,1052165.608888889,50.00738057209822,14.454968213366225
1099,554782,Praha,Praha 12,Kamýk,Krhanická,742497.3989655173,1050962.6244827586,50.0170357744064,14.4406929577906
1100,554782,Praha,Praha 12,Kamýk,Lhotecká,743511.2339999999,1050987.44,50.01557352263936,14.426724938236868
1101,554782,Praha,Praha 12,Kamýk,Libeřská,742554.9333333333,1050644.7733333334,50.01979668470027,14.439293994449352
1102,554782,Praha,Praha 12,Kamýk,Liškova,742427.0661538461,1051183.1453846155,50.0151574889012,14.442083913464046
1103,554782,Praha,Praha 12,Kamýk,Lojovická,741866.791,1051249.221,50.01525401092149,14.449954496306422
1104,554782,Praha,Praha 12,Kamýk,Machuldova,741823.7761111112,1051854.89,50.009911388704595,14.451697861471253
1105,554782,Praha,Praha 12,Kamýk,Mariánská,742665.0563636364,1050628.6281818182,50.01980574250402,14.43774087600913
1106,554782,Praha,Praha 12,Kamýk,Mařatkova,742745.79,1050803.61,50.01814826992167,14.43695711508426
1107,554782,Praha,Praha 12,Kamýk,Na dlouhé mezi,743765.69,1050714.125,50.01769625307507,14.422687642356665
1108,554782,Praha,Praha 12,Kamýk,Nechanická,742268.66875,1050667.246875,50.01994670399938,14.443294309969536
1109,554782,Praha,Praha 12,Kamýk,Novodvorská,742167.3962500001,1050615.4666666666,50.02053180805212,14.444596141065883
1110,554782,Praha,Praha 12,Kamýk,Olbramovická,742721.7872222222,1051004.2222222222,50.01639067163032,14.43766997012252
1111,554782,Praha,Praha 12,Kamýk,Otradovická,742103.57125,1050828.56625,50.01871162650491,14.445882991185357
1112,554782,Praha,Praha 12,Kamýk,Papírníkova,741733.766875,1052099.216875,50.007844951949245,14.453405288584142
